car_id,price,Kilometers,hp,Brand,Sport,age,Users,gas,Metalilic,CC,Weight,QuartTax,Automatic,red,Owner_gender,door
246,17630,80490,110,4,YES,23,2,534,NO,1800,,120,YES,NO,M,4
5057,59090,85510,192,5,YES,21,1,561,NO,1800,1170,120,YES,NO,M,4
904,16300,83050,70,4,NO,21,2,360,NO,1600,1165,100,YES,NO,M,2
815,19850,75870,192,1,NO,21,1,320,NO,2000,1195,190,YES,NO,F,4
965,11950,62150,90,5,NO,21,1,330,NO,1800,1170,100,NO,NO,M,4
4056,17410,61910,110,2,NO,21,1,414,NO,1900,1186,160,YES,NO,F,4
4113,18610,91820,192,4,YES,20,1,503,NO,2200,,210,YES,NO,M,4
2287,15680,64950,192,2,YES,20,1,458,NO,1900,1186,160,YES,NO,M,4
3742,10690,64960,110,3,NO,20,1,365,NO,2000,1195,190,NO,NO,F,4
181,9860,70510,110,2,NO,21,1,324,NO,1900,1186,160,NO,NO,F,4
844,17850,63710,192,1,NO,21,1,392,NO,1800,1170,120,YES,NO,M,4
292,16530,92630,110,1,NO,21,1,376,NO,1900,1170,120,YES,NO,M,4
236,17630,196980,90,4,YES,22,1,375,YES,2200,1250,270,YES,NO,M,4
599,58830,64920,192,5,NO,22,2,363,NO,1600,1165,100,YES,NO,M,2
4184,16300,78130,90,3,YES,21,1,482,YES,2200,1250,80,YES,NO,M,4
4451,20190,74810,110,6,NO,22,1,344,NO,2000,1195,160,YES,NO,F,4
4613,10150,92270,110,1,NO,21,1,364,NO,1800,1170,100,NO,YES,M,4
1010,10940,69050,110,4,YES,20,1,490,NO,1800,1170,120,NO,NO,M,4
4263,16820,89000,70,4,YES,21,1,,NO,1900,1186,120,YES,NO,M,4
3768,17770,65630,192,1,YES,22,1,,YES,2200,1250,80,YES,YES,M,4
1003,18570,81670,110,5,NO,22,1,401,YES,2200,1250,210,YES,NO,F,4
1172,19760,63260,110,4,NO,22,1,263,NO,1900,1186,160,YES,NO,F,4
3709,25390,73470,90,5,YES,20,1,500,YES,2200,1250,80,YES,NO,M,4
1921,8750,95770,110,2,NO,20,1,348,NO,1900,1186,120,NO,NO,F,4
2575,12060,65060,192,1,YES,23,1,631,NO,2000,,160,NO,NO,M,4
1523,11460,88470,90,5,NO,21,1,394,NO,2200,1195,190,NO,NO,F,4
1949,16500,68590,192,2,YES,22,1,503,NO,2000,1195,160,YES,YES,M,4
5170,20920,71780,110,6,YES,22,1,587,YES,2200,1250,210,YES,NO,M,4
2103,18000,74070,110,5,NO,21,1,390,NO,1900,1170,120,YES,NO,M,4
5206,10190,,90,6,YES,22,1,470,NO,1900,1186,120,NO,NO,M,4
4340,16280,86770,110,5,NO,21,1,392,NO,1900,1186,160,YES,NO,F,4
702,19790,72210,70,6,NO,20,1,362,NO,1900,1186,120,YES,NO,F,4
4357,16960,94120,90,6,YES,24,2,507,NO,1800,1170,120,YES,NO,M,4
1843,17690,92070,90,4,YES,22,1,550,NO,2000,1195,190,YES,NO,M,4
3579,11750,83610,90,5,YES,22,1,593,NO,1800,1170,100,NO,YES,M,4
1841,18240,63560,192,1,NO,21,1,383,NO,1800,1170,100,YES,YES,M,4
4839,12870,89690,192,4,YES,22,1,567,NO,1800,,120,NO,NO,M,4
4671,16600,80490,192,2,NO,22,1,331,NO,2000,1195,190,YES,NO,F,4
2853,51060,94000,192,5,NO,24,2,350,NO,1600,1165,100,YES,NO,M,2
245,11270,67310,110,4,NO,21,1,338,NO,1900,1186,160,NO,NO,F,4
2717,33590,68230,110,4,YES,20,1,373,NO,1800,,100,YES,YES,M,4
3061,16090,86060,70,4,YES,22,1,569,NO,2000,,190,YES,NO,M,4
2887,19910,94500,90,6,YES,23,2,423,NO,1800,,100,YES,YES,M,4
2131,17690,,110,5,YES,22,2,541,NO,1600,1165,100,YES,NO,M,2
2182,18440,,90,6,NO,20,1,370,NO,1900,1170,120,YES,NO,M,4
3278,14730,62120,110,4,YES,23,3,484,NO,1600,1165,100,YES,YES,M,2
3410,15370,94580,110,2,YES,20,2,510,NO,1600,1165,100,YES,NO,M,2
932,16810,73340,90,4,YES,21,1,547,NO,1800,1165,100,YES,YES,M,2
3547,52400,69360,192,6,YES,21,1,478,NO,2000,1195,190,YES,YES,M,4
4884,23430,77370,110,4,NO,21,1,357,NO,2000,1195,160,YES,NO,F,4
2196,18760,69470,110,4,YES,22,1,535,NO,1800,,100,YES,NO,M,2
3209,12970,93610,192,4,YES,22,2,423,NO,1600,1165,100,NO,NO,M,2
1989,20130,61860,110,4,YES,21,1,565,NO,1900,1170,120,YES,NO,M,4
3718,40950,87080,192,3,NO,22,1,308,YES,2200,1250,210,YES,NO,F,4
4876,12250,71330,110,6,NO,21,1,347,NO,2000,1195,190,NO,YES,F,4
1103,18160,78770,110,2,NO,22,1,315,NO,1900,1186,160,YES,NO,F,4
1982,17300,94540,70,6,YES,22,1,429,NO,1800,1165,100,YES,NO,M,4
4219,23910,83810,192,4,YES,22,2,667,NO,1600,1165,100,YES,YES,M,2
3860,5980,,110,1,NO,23,1,356,NO,2000,1195,160,NO,NO,F,4
4557,12360,70580,70,5,NO,20,1,332,YES,2200,1250,80,NO,NO,F,4
1907,18060,65110,90,6,NO,23,2,382,NO,1900,1170,120,YES,YES,M,4
2078,13560,69870,192,5,NO,22,1,386,NO,1800,1165,100,NO,NO,M,2
4508,13280,92140,192,4,YES,23,2,516,NO,1600,1165,100,NO,YES,M,2
4054,17600,69460,70,2,NO,21,2,289,NO,1600,1165,100,YES,NO,M,2
1511,16860,62770,110,4,NO,21,1,350,NO,2000,1195,160,YES,YES,F,4
3270,16200,70380,70,3,NO,21,1,268,NO,1900,1186,160,YES,NO,F,4
597,48980,74580,192,4,NO,22,1,370,NO,2000,1195,160,YES,NO,F,4
2186,20720,75610,192,4,NO,22,1,330,NO,1900,1186,120,YES,NO,F,4
4583,23460,94380,192,2,NO,22,1,390,NO,2000,1195,190,YES,NO,F,4
1792,14870,80390,110,1,YES,21,2,490,NO,1600,1165,100,YES,NO,M,2
1620,15060,67350,192,5,NO,22,1,335,NO,1900,1170,120,NO,NO,M,4
154,11960,80580,110,2,NO,22,1,346,NO,1900,1186,160,NO,NO,F,4
4951,29390,72110,192,4,NO,23,1,302,NO,1900,1186,160,YES,NO,F,4
36,15760,78400,110,1,NO,21,1,338,NO,1800,1170,100,YES,NO,M,4
1562,15960,86830,90,2,YES,21,1,513,NO,1800,1165,100,YES,NO,M,2
505,13610,83490,90,6,YES,22,1,446,NO,2000,1195,190,NO,NO,M,4
761,19830,178990,90,3,YES,21,1,537,YES,2200,1250,80,YES,NO,M,4
5218,12560,69780,90,6,YES,22,1,561,YES,2200,,80,NO,NO,M,4
2550,8500,76950,70,1,NO,22,2,279,NO,1600,1165,100,NO,NO,M,2
1874,14550,94470,90,3,YES,20,1,538,NO,1800,1170,100,YES,NO,M,4
2132,9920,75870,90,3,NO,22,1,407,NO,1800,1170,100,NO,NO,M,4
1079,14340,89660,192,6,NO,23,2,311,NO,1800,1170,100,NO,NO,M,4
1835,28560,64310,110,5,YES,22,1,464,NO,1900,,160,YES,YES,M,4
518,11470,64210,110,4,NO,22,1,384,NO,2000,1195,160,NO,YES,F,4
4282,16990,93460,110,5,YES,20,1,546,NO,1900,1186,120,YES,NO,M,4
2236,12310,82700,192,3,NO,22,1,326,YES,2200,1250,80,NO,NO,F,4
2960,13240,177610,90,6,NO,23,1,364,YES,2200,1250,270,NO,NO,M,4
4961,6410,79170,90,1,YES,22,1,442,NO,1900,,160,NO,NO,M,4
2234,10660,94460,110,1,NO,23,1,311,NO,2000,1195,160,NO,NO,F,4
3941,19430,63140,110,6,NO,21,2,320,NO,1600,1165,100,YES,NO,M,2
676,20570,71600,192,4,NO,22,1,323,YES,2200,1195,210,YES,NO,F,4
3292,19000,191410,192,4,YES,22,1,,YES,2200,1250,80,YES,NO,M,4
3721,20740,67000,90,4,YES,23,2,565,NO,1800,1170,120,YES,NO,M,4
3993,18360,95150,110,4,NO,23,2,406,NO,1800,1170,120,YES,NO,M,4
2153,15930,63260,192,6,NO,22,1,319,NO,2000,,190,NO,YES,F,4
3308,14100,82660,90,2,NO,22,2,365,NO,1600,1165,100,YES,YES,M,2
2054,16080,71940,90,3,NO,21,1,441,NO,1900,1186,160,YES,NO,F,4
3068,10340,65590,90,3,YES,22,1,523,NO,2000,1195,190,NO,YES,M,4
2600,12100,96020,110,5,NO,21,1,352,NO,2000,1195,190,NO,NO,F,4
867,12790,81390,192,3,NO,21,1,368,YES,2200,1250,80,NO,NO,F,4
4422,18030,87420,90,5,NO,22,1,396,NO,1800,1170,120,YES,NO,M,4
157,11590,77310,110,4,NO,22,1,337,NO,1900,1186,160,NO,NO,F,4
84,10790,63300,192,1,NO,20,1,336,NO,2200,1195,190,NO,YES,F,4
1319,10350,92760,90,4,YES,22,1,540,NO,2000,1195,190,NO,NO,M,4
3896,17750,82530,110,3,YES,21,1,658,NO,1900,1186,120,YES,NO,M,4
3403,10370,73160,90,4,YES,20,1,526,NO,1800,1170,100,NO,NO,M,4
4559,13400,91520,110,6,NO,22,1,311,NO,1800,1170,120,NO,NO,M,4
3398,19060,158120,90,6,YES,22,1,576,YES,2200,1250,270,YES,NO,M,4
2038,13360,83640,192,3,NO,24,1,323,NO,2000,1195,190,NO,YES,F,4
1920,21520,63970,110,6,NO,23,1,398,YES,2200,1250,210,YES,NO,F,4
3617,19410,68280,192,4,NO,23,1,365,NO,2200,1195,190,YES,NO,F,4
2347,22220,68180,192,4,NO,24,1,422,NO,1900,1186,160,YES,NO,F,4
2469,20720,65370,110,6,YES,21,1,449,NO,1800,1170,120,YES,NO,M,4
4843,15340,93300,110,4,YES,22,1,479,NO,2200,1195,210,YES,YES,M,4
2377,9990,63520,90,1,YES,23,2,721,NO,1900,1186,120,NO,NO,M,4
3629,15930,79930,70,2,YES,19,1,591,NO,2000,1195,190,YES,YES,M,4
2254,13540,89010,192,4,YES,23,2,419,NO,1800,,100,NO,YES,M,4
5196,16380,,192,1,NO,22,1,411,NO,1900,1186,160,YES,NO,F,4
2490,15410,97480,90,3,YES,22,1,590,NO,1800,1170,100,YES,NO,M,4
1946,16470,81230,110,2,YES,20,1,538,NO,2000,1195,190,YES,NO,M,4
3414,12080,64140,90,5,NO,23,2,373,NO,1800,1170,100,NO,NO,M,4
4617,14860,75110,110,1,NO,23,1,324,NO,1900,1186,160,YES,NO,F,4
799,20380,88120,192,5,YES,21,1,608,NO,1800,1170,120,YES,NO,M,4
2088,55030,66130,192,6,NO,21,1,322,NO,1800,1170,120,YES,YES,M,4
1330,18010,97830,192,3,YES,22,1,393,NO,1800,1165,100,YES,NO,M,4
2735,27690,95110,110,5,NO,22,1,372,YES,2200,1250,210,YES,NO,F,4
520,14210,,70,4,YES,22,1,413,NO,1900,1186,120,YES,YES,M,4
4374,22000,84130,192,5,YES,21,1,428,NO,1900,1170,120,YES,NO,M,4
4880,21450,81900,90,6,NO,22,1,297,NO,2000,1195,160,YES,NO,F,4
868,18240,74620,192,2,YES,21,1,538,NO,2200,1195,190,YES,NO,M,4
4783,25970,95720,192,6,YES,20,1,558,NO,1900,1186,120,YES,NO,M,4
2636,13570,77270,192,5,NO,20,1,267,NO,1800,1165,100,NO,NO,M,4
1816,16990,75320,192,1,YES,21,2,496,NO,1600,1165,100,YES,NO,M,2
1328,18480,170170,192,1,YES,21,1,520,YES,2200,1250,270,YES,NO,M,4
2395,18660,,90,6,NO,20,1,364,NO,2000,1195,160,YES,NO,F,4
2737,12090,95910,110,5,YES,23,1,544,NO,2000,,190,NO,NO,M,4
1414,17760,86360,110,2,NO,23,1,368,NO,2000,1195,190,YES,NO,F,4
191,10570,71150,70,1,NO,21,1,375,NO,1900,1170,120,NO,NO,M,4
1748,15780,67280,90,2,NO,23,2,391,NO,1900,1186,120,YES,NO,F,4
1709,14250,85380,110,2,YES,23,2,463,NO,1800,1170,100,YES,YES,M,4
1756,15640,78050,90,4,YES,23,1,561,NO,2200,1195,210,YES,YES,M,4
775,16430,87400,90,3,YES,23,1,635,NO,2000,1195,190,YES,YES,M,4
1083,22910,86220,192,1,NO,22,1,368,YES,2200,1250,80,YES,NO,F,4
4952,16500,84080,90,3,NO,22,2,391,NO,1600,1165,100,YES,NO,M,2
1105,20630,194560,110,5,YES,22,1,564,YES,2200,1250,270,YES,YES,M,4
3514,18180,95600,90,6,YES,25,1,516,NO,1900,,160,YES,NO,M,4
810,15760,69400,90,4,NO,22,2,341,NO,1600,,100,YES,NO,M,2
754,18540,89630,192,3,YES,22,1,653,NO,1900,1195,160,YES,YES,M,4
690,12080,73460,110,3,YES,21,1,445,NO,1800,1165,100,NO,NO,M,2
4657,17950,97020,90,3,NO,21,1,360,YES,2200,1250,210,YES,NO,F,4
4636,18810,73860,90,4,NO,21,1,402,NO,2000,1195,190,YES,NO,F,4
87,19790,66900,192,3,YES,21,1,443,YES,2200,,80,YES,NO,M,4
1812,21270,88660,192,3,NO,23,1,272,NO,2000,1195,160,YES,NO,F,4
1513,18250,69210,192,3,YES,22,1,,NO,1900,1186,120,YES,NO,M,4
4426,12300,92100,90,6,YES,23,1,529,NO,2000,1195,160,NO,NO,M,4
293,16370,68600,90,2,NO,22,1,416,YES,2200,1250,210,YES,NO,F,4
1881,16990,79930,110,2,NO,22,1,249,NO,1900,1170,120,YES,NO,M,4
511,46080,66260,192,4,NO,22,1,322,NO,2000,1195,190,YES,NO,F,4
4195,13290,65810,90,6,YES,21,1,549,YES,2200,,80,NO,NO,M,4
2165,12850,98960,192,4,NO,22,1,331,NO,1800,1170,100,NO,NO,M,4
2183,10830,75250,90,5,NO,22,2,376,NO,1600,,100,NO,NO,M,2
2843,17500,86220,110,6,NO,23,2,324,NO,1900,1170,120,YES,NO,M,4
164,15320,66730,110,3,YES,21,1,487,YES,2200,1250,210,YES,YES,M,4
536,14840,85650,70,2,NO,23,2,308,NO,1800,1170,100,YES,NO,M,4
4531,21610,92710,192,5,YES,21,1,534,NO,1900,1186,160,YES,NO,M,4
4418,10630,,192,4,YES,22,1,405,NO,1800,1170,100,NO,NO,M,4
2738,16580,93280,90,1,YES,22,1,591,NO,2200,,190,YES,NO,M,4
2988,14940,81670,90,2,NO,22,1,407,NO,2000,,160,YES,NO,F,4
2354,15030,91910,90,2,NO,20,1,328,NO,1900,1195,160,YES,NO,F,4
1451,18440,83390,110,4,NO,22,1,314,NO,1800,1170,100,YES,NO,M,4
2617,15880,94490,90,6,YES,21,1,451,NO,2000,1195,190,YES,NO,M,4
1839,10160,90280,192,1,NO,23,2,320,NO,1800,1170,100,NO,YES,M,4
3301,54880,88590,192,4,NO,24,1,339,NO,2000,1195,160,YES,NO,F,4
418,10050,82860,110,2,NO,23,2,383,NO,1600,1165,100,NO,NO,M,2
3659,13080,82880,192,4,YES,23,2,635,NO,1900,1186,120,NO,NO,M,4
1193,16220,66050,110,2,NO,23,2,399,NO,1900,1186,120,YES,NO,F,4
2801,16570,74340,110,1,NO,23,1,314,NO,2000,1195,160,YES,NO,F,4
3957,12990,74560,192,4,YES,23,2,481,NO,1600,1165,100,NO,YES,M,2
559,15810,69750,110,2,NO,22,1,373,NO,1800,1170,120,YES,NO,M,4
464,22350,98300,110,5,YES,23,2,543,NO,1800,1165,100,YES,YES,M,2
1535,17500,64730,90,4,NO,22,1,320,YES,2200,1250,210,YES,NO,F,4
3054,13250,76740,192,4,NO,21,1,327,NO,2200,1195,210,NO,NO,F,4
5238,14110,79980,110,1,NO,24,2,366,NO,1800,1170,100,YES,YES,M,4
2035,12070,84500,110,4,NO,22,1,358,NO,1900,1186,160,NO,NO,F,4
3862,12420,94160,90,5,NO,22,1,288,NO,2000,1195,190,NO,NO,F,4
4001,11210,79910,110,4,NO,21,1,279,NO,2000,1195,190,NO,NO,F,4
1497,11070,84850,90,4,NO,22,1,348,NO,2000,1195,160,NO,NO,F,4
4025,18280,150990,110,4,NO,20,1,,YES,2200,1250,270,YES,NO,M,4
2750,19380,70920,110,5,YES,22,1,544,NO,1900,1195,160,YES,NO,M,4
1750,18240,79260,192,4,NO,23,2,247,NO,1900,1186,120,YES,NO,F,4
2845,16020,90380,110,4,NO,22,1,307,NO,2000,1195,190,YES,NO,F,4
1927,9180,,90,2,NO,22,1,355,NO,2000,1195,160,NO,YES,F,4
4519,26840,97500,90,5,NO,22,1,273,NO,1800,1170,100,YES,NO,M,4
3205,17340,78970,110,3,NO,21,1,375,NO,1900,1186,120,YES,NO,F,4
1121,16590,93650,90,6,YES,22,1,520,NO,1900,1186,120,YES,NO,M,4
4666,18060,67160,90,4,NO,23,2,335,NO,1800,1170,100,YES,NO,M,4
2302,8560,90500,90,1,YES,23,1,569,NO,1900,1186,160,NO,NO,M,4
2572,11310,96880,192,2,YES,21,1,532,NO,2000,1195,160,NO,YES,M,4
4462,42650,87060,192,4,NO,21,1,387,NO,1800,1170,120,YES,NO,M,4
3226,15270,93150,110,3,NO,21,1,392,NO,1800,1170,120,YES,NO,M,4
200,10100,179370,90,4,NO,22,1,312,YES,2200,1250,80,NO,NO,M,4
2000,10850,81850,192,2,NO,22,1,392,NO,1800,,100,NO,NO,M,4
4100,12540,196210,110,6,NO,23,1,353,YES,2200,1250,270,NO,NO,M,4
2728,22090,68260,192,4,NO,23,2,279,NO,1800,1170,120,YES,NO,M,4
2847,20160,97310,90,6,NO,21,1,314,NO,1900,1170,120,YES,NO,M,4
2379,9600,71510,70,2,NO,21,1,422,NO,1800,1170,120,NO,NO,M,4
4940,12620,89180,110,5,YES,23,1,529,YES,2200,1250,210,NO,NO,M,4
3581,21160,65400,70,6,NO,23,1,355,NO,1900,1186,160,YES,NO,F,4
2626,20600,72950,192,3,NO,23,2,293,NO,1800,1165,100,YES,NO,M,4
3792,18090,91840,110,1,NO,23,1,377,NO,2000,,160,YES,NO,F,4
3194,12260,75730,110,4,NO,22,1,278,NO,2200,1195,190,NO,NO,F,4
425,16760,87860,90,3,NO,22,1,337,NO,2000,1195,190,YES,NO,F,4
2999,12470,75550,70,4,YES,22,2,523,NO,1600,1165,100,NO,NO,M,2
3027,16870,83580,110,1,NO,23,2,289,NO,1800,1170,120,YES,NO,M,4
2933,23490,92710,192,5,NO,21,1,306,YES,2200,1250,80,YES,NO,F,4
2874,10080,89170,110,1,YES,21,1,588,NO,2200,1195,210,NO,YES,M,4
5112,13810,73300,90,2,NO,20,1,288,NO,1900,1186,160,YES,NO,F,4
3375,19680,78460,192,3,YES,24,2,659,NO,1900,1170,120,YES,YES,M,4
4761,19980,97680,90,6,NO,23,2,,NO,1800,1165,100,YES,YES,M,4
5104,9690,96650,70,4,YES,22,1,552,NO,2000,1195,190,NO,YES,M,4
2060,21790,72650,192,2,YES,21,1,578,NO,1900,1186,160,YES,NO,M,4
2324,18060,78150,90,5,NO,22,1,336,NO,2000,1195,190,YES,NO,F,4
4991,59770,100230,192,6,NO,22,2,340,NO,1600,1165,100,YES,NO,M,2
5003,10750,161670,110,1,NO,22,1,350,YES,2200,1250,270,NO,NO,M,4
2087,21950,87330,192,4,YES,22,1,,NO,1900,1186,120,YES,NO,M,4
325,13250,88780,110,5,NO,23,1,353,NO,1900,1186,160,NO,NO,F,4
1878,38610,65180,192,4,YES,21,1,366,NO,1800,1170,120,YES,NO,M,4
3945,49040,86410,192,4,NO,21,1,346,YES,2200,1250,80,YES,NO,F,4
3786,15740,73660,192,1,YES,22,1,491,NO,1800,,100,YES,NO,M,4
1240,21870,101430,192,4,NO,21,1,345,NO,2000,1195,190,YES,NO,F,4
4488,11860,91720,192,1,NO,22,1,353,NO,2000,1195,160,NO,NO,F,4
45,16770,82720,110,4,YES,22,2,470,NO,1600,1165,100,YES,YES,M,2
3432,12970,77070,110,6,YES,22,1,517,NO,1900,1186,160,NO,YES,M,4
2972,11490,93990,70,2,NO,24,2,,NO,1800,1170,100,NO,NO,M,4
1541,15830,89880,70,4,NO,23,2,410,NO,1600,,100,YES,NO,M,2
3979,15400,,192,2,NO,23,2,388,NO,1800,1170,100,YES,NO,M,4
1667,18600,88280,90,5,NO,23,2,385,NO,1600,1165,100,YES,NO,M,2
4066,10220,92140,70,3,NO,24,2,,NO,1900,1186,120,NO,NO,F,4
1181,26420,97290,192,4,NO,22,2,302,NO,1600,1165,100,YES,NO,M,2
940,15160,100740,90,4,NO,23,1,390,NO,2000,1195,160,YES,NO,F,4
1870,19930,86720,90,4,NO,21,2,396,NO,1600,1165,100,YES,NO,M,2
2224,19100,74830,110,2,NO,23,1,414,NO,2000,1195,190,YES,NO,F,4
2794,18810,68550,90,3,NO,22,1,368,NO,2000,1195,160,YES,NO,F,4
5219,10580,80600,90,4,NO,22,1,311,NO,1800,1170,120,NO,NO,M,4
1114,45600,83600,192,3,NO,23,1,381,NO,1900,1186,160,YES,NO,F,4
1679,23900,68800,192,5,NO,21,1,,YES,2200,1250,80,YES,NO,F,4
4380,17060,86890,90,4,YES,21,2,405,NO,1600,1165,100,YES,NO,M,2
347,19560,81720,192,5,YES,21,1,627,NO,2000,1195,190,YES,YES,M,4
2554,19230,96970,110,3,YES,22,1,590,NO,2000,1195,190,YES,NO,M,4
2505,11080,71600,192,2,NO,22,1,291,NO,1800,1170,100,NO,NO,M,4
4338,21060,209700,192,5,YES,22,1,496,YES,2200,1250,270,YES,NO,M,4
1715,50860,97120,192,5,NO,21,1,341,NO,1900,1186,160,YES,NO,F,4
396,13970,203490,192,6,YES,23,1,627,YES,2200,1250,270,NO,YES,M,4
869,12070,89690,110,5,YES,23,1,490,NO,1900,1195,160,NO,YES,M,4
5074,27400,172280,192,6,NO,25,1,320,YES,2200,1250,270,YES,NO,M,4
914,36380,76890,192,5,NO,22,2,357,NO,1600,1165,100,YES,NO,M,2
3662,12090,,110,2,NO,23,1,,NO,2000,,190,YES,NO,F,4
2294,12150,86440,110,4,YES,23,1,411,YES,2200,1250,80,NO,NO,M,4
3274,14960,92440,90,4,YES,23,3,620,NO,1600,1165,100,YES,NO,M,2
3140,21170,76780,110,5,NO,22,1,416,YES,2200,1250,80,YES,NO,F,4
1356,9300,207060,90,1,YES,22,1,526,YES,2200,1250,270,NO,NO,M,4
477,16780,,90,5,NO,23,3,439,NO,1600,1165,100,YES,NO,M,2
3905,11980,,90,3,NO,24,1,348,NO,2200,,190,YES,NO,F,4
4339,12140,180770,192,2,YES,23,1,476,YES,2200,,80,NO,NO,M,4
3989,18690,78750,110,3,YES,23,2,526,NO,1900,1186,120,YES,NO,M,4
446,17150,95330,192,1,NO,23,2,,NO,1900,1170,120,YES,NO,M,4
4386,17860,75740,192,1,NO,23,1,,YES,2200,1250,80,YES,NO,F,4
4635,22570,80230,192,2,NO,24,2,398,NO,1900,1170,120,YES,NO,M,4
2120,16340,72810,90,2,YES,23,1,553,NO,2000,1195,160,YES,NO,M,4
2459,17400,84610,192,2,YES,24,3,478,NO,1600,1165,100,YES,NO,M,2
4491,16560,98010,110,5,YES,22,1,581,NO,2000,1195,190,YES,NO,M,4
1464,18200,,192,3,NO,23,1,355,NO,2000,1195,190,YES,YES,F,4
1145,10920,74500,110,4,NO,22,1,383,NO,1800,,100,NO,NO,M,2
3150,15120,102370,90,1,YES,23,1,552,NO,1900,1186,160,YES,NO,M,4
2466,18000,78390,90,4,NO,24,1,286,NO,2000,1195,160,YES,NO,F,4
751,22880,78490,192,3,YES,23,1,547,NO,2000,1195,190,YES,YES,M,4
3680,17350,85730,192,1,NO,24,1,388,NO,2000,1195,190,YES,NO,F,4
2833,11250,99620,90,4,NO,23,1,371,NO,2000,1195,160,NO,NO,F,4
3148,21910,71110,90,5,NO,24,1,380,NO,2200,1195,190,YES,NO,F,4
2454,24180,77190,192,4,NO,23,1,357,YES,2200,1250,80,YES,NO,F,4
2864,10800,99740,110,1,YES,23,2,556,NO,1600,1165,100,NO,NO,M,2
463,18140,,110,5,NO,22,1,359,NO,1800,1165,100,YES,NO,M,2
4441,12610,97310,90,5,NO,22,1,374,NO,2000,1195,160,NO,NO,F,4
1432,11090,139560,90,4,YES,23,1,612,YES,2200,1250,270,NO,NO,M,4
4670,15620,71650,110,2,YES,23,2,561,NO,1900,1170,120,YES,YES,M,4
3537,14510,71320,110,1,YES,22,2,617,NO,1600,1165,100,YES,NO,M,2
4685,19170,86590,110,3,NO,22,1,339,NO,2200,1195,190,YES,YES,F,4
3180,13390,72860,192,2,YES,22,1,454,NO,1900,1195,160,NO,NO,M,4
1947,17340,85870,110,4,YES,22,2,650,NO,1600,1165,100,YES,NO,M,2
1929,17340,93930,192,1,YES,22,2,487,NO,1600,1165,100,YES,NO,M,2
2260,17370,,192,3,YES,23,1,464,NO,2000,,160,YES,YES,M,4
1888,57330,70880,192,6,YES,22,2,555,NO,1600,1165,100,YES,YES,M,2
2932,60650,74710,192,5,YES,21,1,510,NO,2000,1195,190,YES,NO,M,4
2759,12980,96070,90,6,YES,22,1,529,NO,2000,1195,160,NO,NO,M,4
4542,13930,83780,192,4,NO,22,1,351,NO,2000,1195,160,NO,NO,F,4
469,25700,100770,110,5,NO,22,1,222,NO,1900,1170,120,YES,NO,M,4
448,15220,,110,5,NO,22,1,389,NO,2000,1195,190,YES,NO,F,4
2179,16630,84000,110,5,YES,21,1,587,NO,1900,1186,120,YES,YES,M,4
3333,14020,91390,70,2,NO,22,1,260,NO,2000,,160,YES,NO,F,4
937,11330,102310,110,2,NO,21,1,412,NO,2000,1195,160,NO,NO,F,4
2598,22420,79030,192,3,NO,23,2,,NO,1800,,100,YES,NO,M,2
4189,12340,,110,2,NO,21,1,379,NO,1800,1165,100,YES,NO,M,4
2276,10530,96240,90,1,YES,22,1,609,NO,1900,,160,NO,NO,M,4
4010,15190,71890,90,1,NO,22,2,300,NO,1600,1165,100,YES,NO,M,2
2721,15990,71340,90,4,YES,23,1,476,NO,1900,1195,160,YES,YES,M,4
5101,16710,68060,192,2,YES,23,1,,NO,2000,1195,190,YES,YES,M,4
2355,19780,80150,192,3,NO,22,2,391,NO,1600,1165,100,YES,NO,M,2
1148,14610,71740,70,2,NO,21,1,459,NO,2000,1195,160,YES,NO,F,4
4286,25740,85010,110,5,NO,22,2,343,NO,1600,1165,100,YES,NO,M,2
3295,9640,193440,192,1,YES,22,1,567,YES,2200,1250,270,NO,YES,M,4
2005,15090,71480,70,3,YES,23,3,522,NO,1600,1165,100,YES,YES,M,2
3281,15760,96870,90,1,YES,23,3,562,NO,1600,1165,100,YES,NO,M,2
711,10500,93950,110,4,NO,23,2,346,NO,1800,1170,100,NO,NO,M,4
4924,18120,78110,192,3,YES,23,1,612,YES,2200,1250,80,YES,NO,M,4
4773,19520,92880,192,5,YES,21,1,576,NO,1900,1170,120,YES,YES,M,4
3223,17300,89190,110,6,NO,23,2,366,NO,1600,1165,100,YES,NO,M,2
4119,11260,71840,192,4,YES,22,1,535,NO,2000,1195,190,NO,YES,M,4
4299,13810,74040,192,5,NO,23,1,354,NO,1900,1186,160,NO,YES,F,4
881,16290,68760,110,3,YES,23,1,624,NO,1900,1186,160,YES,NO,M,4
3830,11470,199790,90,4,NO,22,1,353,YES,2200,1250,270,NO,NO,M,4
149,12250,81180,192,4,NO,23,2,348,NO,1800,1170,120,NO,YES,M,4
5193,14510,87210,90,1,YES,22,1,582,NO,2000,1195,160,YES,NO,M,4
3867,11200,160020,110,1,NO,23,1,283,YES,2200,1250,270,NO,NO,M,4
2593,10260,78010,70,3,YES,23,3,473,NO,1600,1165,100,NO,NO,M,2
283,15190,88050,110,4,NO,22,1,295,NO,2000,1195,160,YES,NO,F,4
2125,6900,70720,110,1,YES,24,2,529,NO,1800,,100,NO,NO,M,4
3738,10460,102680,110,1,YES,22,1,476,NO,1900,1186,120,NO,NO,M,4
2220,67090,91280,192,6,NO,22,1,404,YES,2200,,210,YES,NO,F,4
